Query,Rank,Video,Score
Explain legacy microservices,4,VQ97sacUT3g,0.8706641793251038
Explain legacy microservices,5,E7kXoO9Z0NA,0.8873488903045654
What is structured apps?,1,126ALse1rWA,1.051019310951233
What is structured apps?,2,SZ4PRZ8UbFU,1.057727575302124
What is structured apps?,3,oyYnRVQvxv4,1.0600463151931763
What is structured apps?,4,fGmIjstlFMU,1.0718917846679688
What is structured apps?,5,04xGE47faUY,1.0737357139587402
Explain monolithic architectures,1,E7kXoO9Z0NA,0.9913379549980164
Explain monolithic architectures,2,ZYuu8sWUQww,1.0250520706176758
Explain monolithic architectures,3,126ALse1rWA,1.027279257774353
Explain monolithic architectures,4,PLi-dO1RiFw,1.0293883085250854
Explain monolithic architectures,5,4o9dUAp7xxk,1.0361268520355225
How does binary search work?,1,HWRcoT4Lr5E,0.7518738508224487
How does binary search work?,2,1y50YhnkEcQ,0.8688323497772217
How does binary search work?,3,la0wPRCAiy0,1.1056753396987915
How does binary search work?,4,cSqbQnQ5imU,1.1150106191635132
How does binary search work?,5,GT0En1dGntY,1.1273471117019653
Explain apis mcp,1,PS9kw4W52Gs,0.7403336763381958
Explain apis mcp,2,8PnVhLQTDoQ,0.8341363668441772
Explain apis mcp,3,MI796yMnOF0,0.84681636095047
Explain apis mcp,4,YypKPJ6pYMY,0.8563529253005981
Explain apis mcp,5,if6OL6trunU,0.8926025629043579
How does file jar work?,1,0-BBs7q0HzI,0.9539493322372437
How does file jar work?,2,xYv3tBvJavM,1.1383060216903687
How does file jar work?,3,-QHsVHziSZQ,1.1474181413650513
How does file jar work?,4,0NtIcbSsjBc,1.1632754802703857
How does file jar work?,5,olcwFuJf8AA,1.1639478206634521
How does authentication api work?,1,K6bkjs1q4cM,0.7609134316444397
How does authentication api work?,2,xJA8tP74KD0,0.781858503818512
How does authentication api work?,3,8d2eG7bdepQ,0.9133990406990051
How does authentication api work?,4,vAT8YJTxhuU,0.9142342209815979
How does authentication api work?,5,0rcMDFU5P8w,0.9403387904167175
Explain sql injection,1,cG4FPks53AU,0.795939564704895
Explain sql injection,2,WUBWIVCJLHI,0.8193454146385193
Explain sql injection,3,tb-hlGa71sk,0.8894017338752747
Explain sql injection,4,mTJpFiPQZho,0.8925313353538513
Explain sql injection,5,ftMW4TtzDEk,0.910250186920166
Explain machine docker,1,KOwxqhFUgts,0.6523405313491821
Explain machine docker,2,Dwufy7QtZR0,0.9039011597633362
Explain machine docker,3,Et-dfMyW3qc,0.9370328187942505
Explain machine docker,4,2b2jcfLMkfc,1.0801270008087158
Explain machine docker,5,ZYuu8sWUQww,1.0849344730377197
Explain amazon developer,1,XVfQD3lkn3g,0.9475929141044617
Explain amazon developer,2,tqjkePX0KGA,1.0493755340576172
Explain amazon developer,3,p5KoYRll_Bg,1.0568190813064575
Explain amazon developer,4,1cZovwWsWVU,1.057252287864685
Explain amazon developer,5,KS6ScOjB0Cg,1.0776857137680054
Explain jar file,1,0-BBs7q0HzI,0.9767714142799377
Explain jar file,2,xYv3tBvJavM,1.0816162824630737
Explain jar file,3,zGSX5AqfKvU,1.1178375482559204
Explain jar file,4,7qUVUFE4_Sc,1.1279709339141846
Explain jar file,5,-QHsVHziSZQ,1.1303257942199707
Explain text learn,1,jRfIqQu_mcY,1.0060628652572632
Explain text learn,2,DZLAJ67OP9s,1.0427206754684448
Explain text learn,3,8RWfE9eDWXI,1.0531139373779297
Explain text learn,4,XwYY0lCGWW8,1.0687774419784546
Explain text learn,5,A7lWqZ9_XpI,1.1002742052078247
How does content management work?,1,hTpEDdJDoI0,1.0055476427078247
How does content management work?,2,MPFeE4_veXE,1.0304977893829346
How does content management work?,3,7NyEmb13Ej0,1.0485445261001587
How does content management work?,4,Gp5Et_nc_Kw,1.0674842596054077
How does content management work?,5,Q9xD4J3tezw,1.0706225633621216
What is elastic search?,1,kqbPw03jw90,0.8542814254760742
What is elastic search?,2,6k6-OeWZTYY,0.8755917549133301
What is elastic search?,3,cdm_9YLCNlU,0.9694108963012695
What is elastic search?,4,HWRcoT4Lr5E,1.090449571609497
What is elastic search?,5,AvcTpQri-5M,1.097306489944458
How does agents write work?,1,GQ6piqfwr5c,0.9433596730232239
How does agents write work?,2,Jj1-zb38Yfw,0.9659040570259094
How does agents write work?,3,voSYs_XDsog,0.9668059945106506
How does agents write work?,4,9UNPwGRNo_k,1.021958589553833
How does agents write work?,5,MWv33xofJ40,1.0424860715866089
Explain urea clients,1,9yAFa60v7tE,1.0143297910690308
Explain urea clients,2,JMXh_6N9PAk,1.0144213438034058
Explain urea clients,3,KF-3jtGH6Yk,1.115401268005371
Explain urea clients,4,XH5QBurZ9OU,1.1226930618286133
Explain urea clients,5,z29JlsK6nKc,1.1251825094223022
How does data elastic work?,1,cdm_9YLCNlU,0.9807619452476501
How does data elastic work?,2,kqbPw03jw90,0.984174907207489
How does data elastic work?,3,6k6-OeWZTYY,0.985375702381134
How does data elastic work?,4,Q8qW8Dygmbs,0.9917491674423218
How does data elastic work?,5,KmOOoE3XO_o,1.011190414428711
How does http headers work?,1,fFHl7psnvz0,0.8420037031173706
How does http headers work?,2,4bQeGUzHpOE,0.9648901224136353
How does http headers work?,3,G0_e02DdH7I,1.0422652959823608
How does http headers work?,4,HV5u-HjEFvY,1.043954849243164
How does http headers work?,5,ZOoMX7uinKw,1.0569194555282593
Explain heartbeats design,1,2LCyDvx7iIE,0.8146237134933472
Explain heartbeats design,2,me_FwTx3ZEw,1.076278805732727
Explain heartbeats design,3,4SWwWIpi3E4,1.1398526430130005
Explain heartbeats design,4,Ge7M_03JNqw,1.1404153108596802
Explain heartbeats design,5,G0_e02DdH7I,1.1415377855300903
Explain load balancer,1,4SWwWIpi3E4,0.8324447274208069
Explain load balancer,2,dUO4ayAAnqQ,0.8468617796897888
Explain load balancer,3,06VI0JVZC04,0.8782511949539185
Explain load balancer,4,z29JlsK6nKc,0.8922856450080872
Explain load balancer,5,uG7_0Zi5oVk,0.8929491639137268
What is design patterns?,1,7qUVUFE4_Sc,0.7622440457344055
What is design patterns?,2,NP7RmrHn1Q0,0.8207877278327942
What is design patterns?,3,USLwIwyWVIM,0.9624362587928772
What is design patterns?,4,126ALse1rWA,1.0465881824493408
What is design patterns?,5,04xGE47faUY,1.1142839193344116
What is data centers?,1,6HjrkSoeN2I,0.862896740436554
What is data centers?,2,IAbZJt7nY6E,1.0549601316452026
What is data centers?,3,7G4g6B78zxM,1.055135726928711
What is data centers?,4,Gp_V4oEDrNo,1.0588939189910889
What is data centers?,5,Gp5Et_nc_Kw,1.0805296897888184
What is stateless card?,1,Kf9qqv1kC0s,0.9329477548599243
What is stateless card?,2,jX33SSUwzAU,1.0622445344924927
What is stateless card?,3,gh0mpS5PG1A,1.074338674545288
What is stateless card?,4,M87WMpG4G78,1.1182689666748047
What is stateless card?,5,QDiPjMWeVC0,1.1185507774353027
What is streaming service?,1,Ewf1A8UwXW0,0.9015812873840332
What is streaming service?,2,Ko1_bJ44958,0.9095367193222046
What is streaming service?,3,Ix4CLPCziQk,0.9396246075630188
What is streaming service?,4,2G02p2izBEY,0.9571760296821594
What is streaming service?,5,62PxQP_jAxg,0.9601583480834961
What is microservices architecture?,1,E7kXoO9Z0NA,0.8468751311302185
What is microservices architecture?,2,EZctFC4daPw,0.8726183176040649
What is microservices architecture?,3,_iqNjvaUVsM,0.8729587197303772
What is microservices architecture?,4,ecuEkmFs5Vk,0.8741275072097778
What is microservices architecture?,5,Vn8xa6mUocA,0.8892690539360046
What is data business?,1,IAbZJt7nY6E,0.8933237195014954
What is data business?,2,7G4g6B78zxM,1.000976800918579
What is data business?,3,Gp_V4oEDrNo,1.0240750312805176
What is data business?,4,xmxJ4cS-niU,1.0681873559951782
What is data business?,5,cY4pVLpjL3g,1.084527611732483
What is testing agent?,1,p5hA8rpCRXw,0.9927346110343933
What is testing agent?,2,Jj1-zb38Yfw,1.0576826333999634
What is testing agent?,3,3XeKm1ChS70,1.063452124595642
What is testing agent?,4,zZPad0WPSMQ,1.065255045890808
What is testing agent?,5,R0VZUKST1Ek,1.0687872171401978
How does design patterns work?,1,7qUVUFE4_Sc,0.7747572660446167
How does design patterns work?,2,NP7RmrHn1Q0,0.8547787070274353
How does design patterns work?,3,USLwIwyWVIM,0.9359102845191956
How does design patterns work?,4,126ALse1rWA,1.0775648355484009
How does design patterns work?,5,04xGE47faUY,1.0972564220428467
What is etl tools?,1,KmOOoE3XO_o,0.9193633198738098
What is etl tools?,2,kqbPw03jw90,1.1496503353118896
What is etl tools?,3,Gp_V4oEDrNo,1.1887884140014648
What is etl tools?,4,XVfQD3lkn3g,1.1905752420425415
What is etl tools?,5,6k6-OeWZTYY,1.194448709487915
What is netflixx architecture?,1,2G02p2izBEY,0.8504632115364075
What is netflixx architecture?,2,Ix4CLPCziQk,0.8597608208656311
What is netflixx architecture?,3,wIDh8MlkSoA,0.8731068968772888
What is netflixx architecture?,4,kphfRALgT7k,0.8874059319496155
What is netflixx architecture?,5,62PxQP_jAxg,0.9181628227233887
What is deployment strategy?,1,RThb3koc5DM,0.8754377365112305
What is deployment strategy?,2,mWCId6kSpj0,0.9817758798599243
What is deployment strategy?,3,unhCmG4NrUA,0.9950509071350098
What is deployment strategy?,4,AZoIWCZo3_c,1.109690546989441
What is deployment strategy?,5,H48JzcLQs1c,1.115410566329956
What is cqrs command?,1,q07BGZBDo7g,0.7579251527786255
What is cqrs command?,2,13vkP6cVa4U,0.9241818189620972
What is cqrs command?,3,SvjdJoNPcHs,0.9579996466636658
What is cqrs command?,4,s7uk69rMHFQ,1.0058934688568115
What is cqrs command?,5,ID-_ic1fLkY,1.1829345226287842
What is domain youtube?,1,6bGvO18yAH0,0.729141116142273
What is domain youtube?,2,Lsd80uR9Shs,0.911552906036377
What is domain youtube?,3,UpZWf1tH6K0,0.9479714035987854
What is domain youtube?,4,wwKCURWnjto,1.0166256427764893
What is domain youtube?,5,URI5GsOBznk,1.0563769340515137
What is mcp ai?,1,YypKPJ6pYMY,0.7607487440109253
What is mcp ai?,2,8PnVhLQTDoQ,0.7775465250015259
What is mcp ai?,3,PS9kw4W52Gs,0.786804735660553
What is mcp ai?,4,MI796yMnOF0,0.8065662384033203
What is mcp ai?,5,if6OL6trunU,0.8113078474998474
How does git commit work?,1,E-CH3-VyVck,0.8623196482658386
How does git commit work?,2,HMoZ5cYzU4I,0.8694025874137878
How does git commit work?,3,k7ZGcJdi_kI,0.9187658429145813
How does git commit work?,4,QPVH19td8ME,0.9424028396606445
How does git commit work?,5,XZzFUjyxXYQ,0.9446941614151001
How does open ai work?,1,Jj1-zb38Yfw,0.8962036967277527
How does open ai work?,2,9QpAjiJ0kPk,0.9416009187698364
How does open ai work?,3,voSYs_XDsog,1.0031574964523315
How does open ai work?,4,MWv33xofJ40,1.0109680891036987
How does open ai work?,5,GQnEuz6hj5k,1.0119110345840454
How does retrieval llm work?,1,DZLAJ67OP9s,1.0600166320800781
How does retrieval llm work?,2,4KiiKQ9RVvA,1.076636791229248
How does retrieval llm work?,3,A7lWqZ9_XpI,1.1074461936950684
How does retrieval llm work?,4,jRfIqQu_mcY,1.1096092462539673
How does retrieval llm work?,5,OtccjevZ5uc,1.1342835426330566
What is password hashing?,1,TuNvdQUVkto,0.8280642032623291
What is password hashing?,2,6Dq4Z8Nk1z8,1.017101526260376
What is password hashing?,3,KuH55P6UgVc,1.0284929275512695
What is password hashing?,4,GT0En1dGntY,1.0583136081695557
What is password hashing?,5,cG4FPks53AU,1.1495591402053833
How does encoder work?,1,RUuhax5r1RA,0.9423984885215759
How does encoder work?,2,exP5T6IgQHs,1.0151828527450562
How does encoder work?,3,VUxXH4uo4AY,1.12798273563385
How does encoder work?,4,oKzXV0-0qHQ,1.1784459352493286
How does encoder work?,5,IiQS7zeUTU8,1.1815478801727295
How does database service work?,1,q81-wDiJRN0,0.860778272151947
How does database service work?,2,DKQLhy9bgdk,0.8867439031600952
How does database service work?,3,YrCjrJLON6g,0.9847144484519958
How does database service work?,4,o8J0Xfjwwe0,0.9898227453231812
How does database service work?,5,tGdwX-TFAA8,1.0473307371139526
Explain retry mechanism,1,_6yM3B4F4xE,0.8430516719818115
Explain retry mechanism,2,S3nq_Iq4eMI,0.9854006767272949
Explain retry mechanism,3,ZOoMX7uinKw,1.1317722797393799
Explain retry mechanism,4,tGdwX-TFAA8,1.1318100690841675
Explain retry mechanism,5,4SWwWIpi3E4,1.162186622619629
Explain sql joints,1,cY4pVLpjL3g,0.814383327960968
Explain sql joints,2,gRuI6HzyuPY,0.9665245413780212
Explain sql joints,3,7_JNpi-phTg,1.0096666812896729
Explain sql joints,4,wZgNO_ZIf40,1.0131577253341675
Explain sql joints,5,q07BGZBDo7g,1.0766452550888062
How does services architectural work?,1,o8J0Xfjwwe0,0.8793519735336304
How does services architectural work?,2,WS_u-_gnoVI,0.8857722282409668
How does services architectural work?,3,E7kXoO9Z0NA,0.8934717178344727
How does services architectural work?,4,_iqNjvaUVsM,0.9109406471252441
How does services architectural work?,5,LsHa1o9JN-k,0.9378075003623962
How does feature flags work?,1,vLcrN75Kj8A,0.8192886114120483
How does feature flags work?,2,USLwIwyWVIM,1.159426212310791
How does feature flags work?,3,NlnIJKdetvE,1.1678595542907715
How does feature flags work?,4,7qUVUFE4_Sc,1.1947158575057983
How does feature flags work?,5,QPVH19td8ME,1.2129528522491455
How does load balancer work?,1,4SWwWIpi3E4,0.835431694984436
How does load balancer work?,2,dUO4ayAAnqQ,0.850094735622406
How does load balancer work?,3,z29JlsK6nKc,0.8871288895606995
How does load balancer work?,4,06VI0JVZC04,0.8989185094833374
How does load balancer work?,5,uG7_0Zi5oVk,0.9174423217773438
What is domain driven?,1,sVi4aDNIPWo,0.8461479544639587
What is domain driven?,2,eDpXY6KJiY8,0.9254444241523743
What is domain driven?,3,OJNh4byblYI,0.9400960206985474
What is domain driven?,4,8SPVfacnFvM,0.9694244265556335
What is domain driven?,5,zg7nJrDQZ5s,1.0934927463531494
What is monolithic microservices?,1,E7kXoO9Z0NA,0.817820131778717
What is monolithic microservices?,2,9-n5oJG4XMY,0.8277066946029663
What is monolithic microservices?,3,VQ97sacUT3g,0.9174864292144775
What is monolithic microservices?,4,2G02p2izBEY,0.9330969452857971
What is monolithic microservices?,5,A0iVkruYVcg,0.9435558915138245
Explain clusters use,1,pjWhtRtaJiA,0.7729398608207703
Explain clusters use,2,Et-dfMyW3qc,0.9692989587783813
Explain clusters use,3,2b2jcfLMkfc,1.0338624715805054
Explain clusters use,4,yBY5GJtmhg0,1.0498305559158325
Explain clusters use,5,aei5tsd3L0s,1.068003535270691
Explain understanding jwts,1,iB__rLXGsas,0.7731010317802429
Explain understanding jwts,2,0rcMDFU5P8w,0.7952465415000916
Explain understanding jwts,3,fBSodN6BL3I,1.0611035823822021
Explain understanding jwts,4,xJA8tP74KD0,1.0879061222076416
Explain understanding jwts,5,G0_e02DdH7I,1.11137855052948
What is serverless compute?,1,gbf-DIpFFoI,0.8021364212036133
What is serverless compute?,2,C-CcuV1oMQI,0.8601037263870239
What is serverless compute?,3,jX33SSUwzAU,1.0306549072265625
What is serverless compute?,4,gh0mpS5PG1A,1.09758460521698
What is serverless compute?,5,6HjrkSoeN2I,1.108994722366333
What is new microservice?,1,2G02p2izBEY,0.9080976247787476
What is new microservice?,2,ecuEkmFs5Vk,0.9108603000640869
What is new microservice?,3,_iqNjvaUVsM,0.9412006139755249
What is new microservice?,4,9-n5oJG4XMY,0.9689248204231262
What is new microservice?,5,Ewf1A8UwXW0,0.973500669002533
How does dom document work?,1,7NyEmb13Ej0,0.6563522815704346
How does dom document work?,2,MPFeE4_veXE,0.7744755744934082
How does dom document work?,3,m-0p2BFAZvI,1.143326997756958
How does dom document work?,4,FruCVzHTzXE,1.1725329160690308
How does dom document work?,5,UpZWf1tH6K0,1.19161057472229
How does tls transport work?,1,uWmZZyaHFEY,0.8776795864105225
How does tls transport work?,2,wpzeqAm9Fyo,0.8926307559013367
How does tls transport work?,3,pOcHamIz7Ko,0.8952534794807434
How does tls transport work?,4,3VbtQDFm8bM,0.9240037798881531
How does tls transport work?,5,s_r8GlYpcT4,0.9769665598869324
Explain understanding gpus,1,iQ9arr3TTMA,0.7625662684440613
Explain understanding gpus,2,vWKmH0BvqQo,0.8177149891853333
Explain understanding gpus,3,HJncmDD47kQ,0.9224253296852112
Explain understanding gpus,4,JmVOEkskft4,1.1174135208129883
Explain understanding gpus,5,8afhcpiMh24,1.1293506622314453
How does physical topology work?,1,QxfYZpE9ch8,0.7241655588150024
How does physical topology work?,2,4znRDbg0SYA,0.8762096762657166
How does physical topology work?,3,yBY5GJtmhg0,1.0177738666534424
How does physical topology work?,4,j-VASLQbDik,1.0811567306518555
How does physical topology work?,5,80_RUmj-4B0,1.1881883144378662
Explain browser dns,1,6bGvO18yAH0,0.7823134064674377
Explain browser dns,2,Lsd80uR9Shs,0.817331850528717
Explain browser dns,3,UpZWf1tH6K0,0.9595572352409363
Explain browser dns,4,PwNJXUdMkVY,0.9681379199028015
Explain browser dns,5,LN-FyvIgwKs,1.0561766624450684
Explain probabilities,1,znuZRn94SQk,0.8869167566299438
Explain probabilities,2,Rhy6IDW4j3k,1.038159728050232
Explain probabilities,3,LM3rwbVPyNc,1.1506086587905884
Explain probabilities,4,hz1qw-WbXk8,1.1956080198287964
Explain probabilities,5,67Ekk-rM5dE,1.2046359777450562
What is workflows ai?,1,SYHqSAWQ4NY,0.9405425786972046
What is workflows ai?,2,Jj1-zb38Yfw,0.9691031575202942
What is workflows ai?,3,JYN6O5Gbxlc,0.9736946225166321
What is workflows ai?,4,MWv33xofJ40,0.9745689630508423
What is workflows ai?,5,9UNPwGRNo_k,0.9917343854904175
Explain payments world,1,OYn5Be1skCs,0.9086621999740601
Explain payments world,2,7MXV7RfNtv0,0.926048219203949
Explain payments world,3,hWQCiO04CXk,0.9302322864532471
Explain payments world,4,Vn8xa6mUocA,0.9773253798484802
Explain payments world,5,KLiYkgaUCM8,1.0133992433547974
What is kubernetes api?,1,2b2jcfLMkfc,0.8689267635345459
What is kubernetes api?,2,UnOpAr5jJbI,0.941877543926239
What is kubernetes api?,3,jp_ONdr6_sQ,0.998713493347168
What is kubernetes api?,4,0YCpmGZtTPs,1.0039607286453247
What is kubernetes api?,5,Et-dfMyW3qc,1.0158687829971313
How does secure headers work?,1,4bQeGUzHpOE,0.8703891634941101
How does secure headers work?,2,fFHl7psnvz0,1.016296625137329
How does secure headers work?,3,YO9LnWD0Rck,1.036682367324829
How does secure headers work?,4,K6bkjs1q4cM,1.0764800310134888
How does secure headers work?,5,BQwKZ6zfyk0,1.10621976852417
Explain tls certificate,1,pOcHamIz7Ko,0.7972601056098938
Explain tls certificate,2,3VbtQDFm8bM,0.8411684036254883
Explain tls certificate,3,uWmZZyaHFEY,0.8817768692970276
Explain tls certificate,4,wpzeqAm9Fyo,0.9062701463699341
Explain tls certificate,5,9AhzLGmp9V4,0.960473895072937
Explain database app,1,cY4pVLpjL3g,0.9511908888816833
Explain database app,2,0d6tBMxFCt4,1.0009640455245972
Explain database app,3,fGmIjstlFMU,1.023183822631836
Explain database app,4,TPYBYSyDRH4,1.0347745418548584
Explain database app,5,Q9xD4J3tezw,1.0384403467178345
Explain reverse proxy,1,scDqfwhXtx8,0.6941413283348083
Explain reverse proxy,2,1B1Hr-lM7jg,0.7446121573448181
Explain reverse proxy,3,2C-kLSYBfS4,0.8939657807350159
Explain reverse proxy,4,B5Il4OCjnn4,1.027370810508728
Explain reverse proxy,5,iDJvRLQAL0I,1.070863127708435
What is https api?,1,K6bkjs1q4cM,0.8922750949859619
What is https api?,2,YO9LnWD0Rck,0.9273747205734253
What is https api?,3,BQwKZ6zfyk0,1.0149576663970947
What is https api?,4,E6jgEtj-UjI,1.0186083316802979
